stack,sdma_enabled,benchmark,num_gcds,run,size_bytes,latency_us
eessi,0,osu_alltoall,2,4,524288,61.56
eessi,0,osu_alltoall,2,4,1048576,42.86
eessi,0,osu_alltoall,2,5,1,1.59
eessi,0,osu_alltoall,2,5,2,1.57
eessi,0,osu_alltoall,2,5,4,1.52
eessi,0,osu_alltoall,2,5,8,1.69
eessi,0,osu_alltoall,2,5,16,1.52
eessi,0,osu_alltoall,2,5,32,1.51
eessi,0,osu_alltoall,2,5,64,1.52
eessi,0,osu_alltoall,2,5,128,1.53
eessi,0,osu_alltoall,2,5,256,1.55
eessi,0,osu_alltoall,2,5,512,24.69
eessi,0,osu_alltoall,2,5,1024,28.55
eessi,0,osu_alltoall,2,5,2048,28.38
eessi,0,osu_alltoall,2,5,4096,13.82
eessi,0,osu_alltoall,2,5,8192,14.92
eessi,0,osu_alltoall,2,5,16384,15.24
eessi,0,osu_alltoall,2,5,32768,16.39
eessi,0,osu_alltoall,2,5,65536,17.19
eessi,0,osu_alltoall,2,5,131072,20.16
eessi,0,osu_alltoall,2,5,262144,36.15
eessi,0,osu_alltoall,2,5,524288,61.30
eessi,0,osu_alltoall,2,5,1048576,42.81
eessi,0,osu_alltoall,2,6,1,1.61
eessi,0,osu_alltoall,2,6,2,1.59
eessi,0,osu_alltoall,2,6,4,1.53
eessi,0,osu_alltoall,2,6,8,1.54
eessi,0,osu_alltoall,2,6,16,1.53
eessi,0,osu_alltoall,2,6,32,1.54
eessi,0,osu_alltoall,2,6,64,1.55
eessi,0,osu_alltoall,2,6,128,1.56
eessi,0,osu_alltoall,2,6,256,1.57
eessi,0,osu_alltoall,2,6,512,24.71
eessi,0,osu_alltoall,2,6,1024,29.17
eessi,0,osu_alltoall,2,6,2048,29.44
eessi,0,osu_alltoall,2,6,4096,13.64
eessi,0,osu_alltoall,2,6,8192,14.86
eessi,0,osu_alltoall,2,6,16384,14.99
eessi,0,osu_alltoall,2,6,32768,15.85
eessi,0,osu_alltoall,2,6,65536,17.14
eessi,0,osu_alltoall,2,6,131072,20.23
eessi,0,osu_alltoall,2,6,262144,37.61
eessi,0,osu_alltoall,2,6,524288,62.32
eessi,0,osu_alltoall,2,6,1048576,42.46
eessi,0,osu_alltoall,4,2,1,3.79
eessi,0,osu_alltoall,4,2,2,3.26
eessi,0,osu_alltoall,4,2,4,3.22
eessi,0,osu_alltoall,4,2,8,3.02
eessi,0,osu_alltoall,4,2,16,3.17
eessi,0,osu_alltoall,4,2,32,3.00
eessi,0,osu_alltoall,4,2,64,3.16
eessi,0,osu_alltoall,4,2,128,3.20
eessi,0,osu_alltoall,4,2,256,3.16
eessi,0,osu_alltoall,4,2,512,50.15
eessi,0,osu_alltoall,4,2,1024,73.68
eessi,0,osu_alltoall,4,2,2048,47.06
eessi,0,osu_alltoall,4,2,4096,47.95
eessi,0,osu_alltoall,4,2,8192,49.53
eessi,0,osu_alltoall,4,2,16384,50.22
eessi,0,osu_alltoall,4,2,32768,52.82
eessi,0,osu_alltoall,4,2,65536,56.26
eessi,0,osu_alltoall,4,2,131072,63.58
eessi,0,osu_alltoall,4,2,262144,107.64
eessi,0,osu_alltoall,4,2,524288,167.39
eessi,0,osu_alltoall,4,2,1048576,158.83
eessi,0,osu_alltoall,4,3,1,3.67
eessi,0,osu_alltoall,4,3,2,3.52
eessi,0,osu_alltoall,4,3,4,3.36
eessi,0,osu_alltoall,4,3,8,3.06
eessi,0,osu_alltoall,4,3,16,3.29
eessi,0,osu_alltoall,4,3,32,3.08
eessi,0,osu_alltoall,4,3,64,3.32
eessi,0,osu_alltoall,4,3,128,3.11
eessi,0,osu_alltoall,4,3,256,3.34
eessi,0,osu_alltoall,4,3,512,51.27
eessi,0,osu_alltoall,4,3,1024,73.47
eessi,0,osu_alltoall,4,3,2048,47.44
eessi,0,osu_alltoall,4,3,4096,47.73
eessi,0,osu_alltoall,4,3,8192,49.35
eessi,0,osu_alltoall,4,3,16384,50.02
eessi,0,osu_alltoall,4,3,32768,52.82
eessi,0,osu_alltoall,4,3,65536,56.11
eessi,0,osu_alltoall,4,3,131072,63.81
eessi,0,osu_alltoall,4,3,262144,107.98
eessi,0,osu_alltoall,4,3,524288,163.72
eessi,0,osu_alltoall,4,3,1048576,158.97
eessi,0,osu_alltoall,4,4,1,3.93
eessi,0,osu_alltoall,4,4,2,3.25
eessi,0,osu_alltoall,4,4,4,3.23
eessi,0,osu_alltoall,4,4,8,3.03
eessi,0,osu_alltoall,4,4,16,3.16
eessi,0,osu_alltoall,4,4,32,3.08
eessi,0,osu_alltoall,4,4,64,3.15
eessi,0,osu_alltoall,4,4,128,3.21
eessi,0,osu_alltoall,4,4,256,3.14
eessi,0,osu_alltoall,4,4,512,50.70
eessi,0,osu_alltoall,4,4,1024,73.90
eessi,0,osu_alltoall,4,4,2048,47.36
eessi,0,osu_alltoall,4,4,4096,48.02
eessi,0,osu_alltoall,4,4,8192,49.64
eessi,0,osu_alltoall,4,4,16384,50.35
eessi,0,osu_alltoall,4,4,32768,53.25
eessi,0,osu_alltoall,4,4,65536,56.49
eessi,0,osu_alltoall,4,4,131072,63.86
eessi,0,osu_alltoall,4,4,262144,107.10
eessi,0,osu_alltoall,4,4,524288,165.96
eessi,0,osu_alltoall,4,4,1048576,159.17
eessi,0,osu_alltoall,4,5,1,3.62
eessi,0,osu_alltoall,4,5,2,3.22
eessi,0,osu_alltoall,4,5,4,3.28
eessi,0,osu_alltoall,4,5,8,3.06
eessi,0,osu_alltoall,4,5,16,3.03
eessi,0,osu_alltoall,4,5,32,3.01
eessi,0,osu_alltoall,4,5,64,3.20
eessi,0,osu_alltoall,4,5,128,3.08
eessi,0,osu_alltoall,4,5,256,3.24
eessi,0,osu_alltoall,4,5,512,50.13
eessi,0,osu_alltoall,4,5,1024,77.28
eessi,0,osu_alltoall,4,5,2048,47.25
eessi,0,osu_alltoall,4,5,4096,48.04
eessi,0,osu_alltoall,4,5,8192,49.83
eessi,0,osu_alltoall,4,5,16384,50.51
eessi,0,osu_alltoall,4,5,32768,53.28
eessi,0,osu_alltoall,4,5,65536,56.64
eessi,0,osu_alltoall,4,5,131072,63.92
eessi,0,osu_alltoall,4,5,262144,108.91
eessi,0,osu_alltoall,4,5,524288,162.11
eessi,0,osu_alltoall,4,5,1048576,158.71
eessi,0,osu_alltoall,4,6,1,3.76
eessi,0,osu_alltoall,4,6,2,3.41
