stack,sdma_enabled,pair_label,node_a,node_b,gcd_a,gcd_b,hop_class,nic_class,run,size_bytes,latency_us
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,524288,28.61
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,1048576,50.23
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,2097152,93.33
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,4,4194304,179.67
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,1,19.85
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,2,19.89
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,4,19.84
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,8,19.87
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,16,19.88
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,32,19.87
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,64,19.89
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,128,20.45
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,256,3.26
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,512,3.48
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,1024,3.55
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,2048,3.76
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,4096,3.68
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,8192,7.13
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,16384,7.55
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,32768,8.34
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,65536,9.64
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,131072,16.02
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,262144,17.73
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,524288,28.55
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,1048576,50.20
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,2097152,93.30
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,5,4194304,179.68
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,1,19.74
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,2,19.79
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,4,19.89
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,8,19.74
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,16,19.76
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,32,19.72
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,64,19.77
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,128,20.33
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,256,3.40
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,512,3.54
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,1024,3.61
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,2048,3.88
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,4096,3.88
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,8192,7.04
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,16384,7.63
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,32768,8.36
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,65536,9.73
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,131072,16.04
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,262144,17.79
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,524288,28.61
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,1048576,50.24
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,2097152,93.33
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,6,4194304,179.71
eessi,0,inter_GCD4_GCD4,nid007960,nid007961,4,4,inter_node,nic_via_xgmi,2,1,19.32
eessi,0,inter_GCD4_GCD4,nid007960,nid007961,4,4,inter_node,nic_via_xgmi,2,2,19.35
eessi,0,inter_GCD4_GCD4,nid007960,nid007961,4,4,inter_node,nic_via_xgmi,2,4,19.31
